Name,Country,Competition,Year,All-Around Score Final,All-Around Score Qualif,Vault Score Final,Vault Score Qualif,Uneven Bars Score Final,Uneven Bars Score Qualif,Balance Beam Score Final,Balance Beam Score Qualif,Floor Exercise Score Final,Floor Exercise Score Qualif,Team Score Final,Team Score Qualif
BOYER Marine,FRA,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,51.466,,,,12.7,,13.4,,12,164.064,160.93
BOYER Marine,FRA,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,39.766,,,,12.8,13.3,13.666,,13.3,155.863,161.428
BOYER Marine,FRA,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,39.865,,,,,,13.166,,12.966,163.628,166.713
BOYER Marine,FRA,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,40.399,,,,,,13.6,,13.133,161.294,161.629
BOYER Marine,FRA,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,49.231,51.399,,,,13.2,,12.466,,12.1,,
BOYER Marine,FRA,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,,,13.866,13.633,12.833,12.966,,
BOYER Marine,FRA,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,,,13.5,13.75,,12.25,,
BOYER Marine,FRA,FIG World Challenge Cup 2023 TEL-AVIV (ISR),2023,,,,,,,13.567,13.833,13.033,12.6,,
BOYER Marine,FRA,FIG World Challenge Cup 2022 PARIS (FRA),2022,,,,,,,13.75,12.85,,,,
BOYER Marine,FRA,2022 Senior European Championships MUNICH (GER),2022,,,,,,,,13,,12.366,,
BOYER Marine,FRA,9th European Individual Championships BASEL (SUI),2021,,52.232,,,,13.1,12.866,13.233,,12.166,,
BOYER Marine,FRA,8th European Individual Championships SZCZECIN (POL,2019,,26.133,,,,,,13,,,12.933,13.133
BOYER Marine,FRA,32nd Senior European Championships GLASGOW (GBR),2018,39.899,,,,,,13.166,13.366,,12.833,161.131,164.063
BOYER Marine,FRA,7th European Individual Championships CLUJ NAPOCA (ROU),2017,51.232,52.966,,,,,12.966,13.7,,,,
BOYER Marine,FRA,31st European Championships 2016 BERN (SUI),2016,,42.5,,,,,14.6,14.2,,13.6,168.496,162.839
BOYER Marine,FRA,FIG World Challenge Cup VARNA (BUL),2021,,,,,,13.1,13,13.45,,,,
BOYER Marine,FRA,FIG World Challenge Cup PARIS (FRA),2019,,,,,,,13.15,13.15,13.4,12.95,,
BOYER Marine,FRA,FIG World Cup 2019 DOHA (QAT),2019,,,,,,11.966,13.333,13.366,13.2,13.2,,
BOYER Marine,FRA,FIG World Cup 2019 BAKU (AZE),2019,,,,,,,14.1,13.4,13.3,13.1,,
BOYER Marine,FRA,43rd Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2018,,,,,,,11.733,13.266,,,,
BOYER Marine,FRA,FIG World Challenge Cup PARIS (FRA),2018,,,,,,,13.35,14.25,,12.6,,
BOYER Marine,FRA,FIG World Cup 2018 DOHA (QAT),2018,,,,,,,13.466,13.666,13.033,13.133,,
BOYER Marine,FRA,FIG World Challenge Cup - 20th Internationaux de France 2017 PARIS (FRA),2017,,,,,,,13.6,14.25,13.2,13,,
BOYER Marine,FRA,World Challenge Cup 2016 VARNA (BUL),2016,,,,,12.267,13.35,14.5,13.5,13.167,13.35,,
BOYER Marine,FRA,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,41.082,,,,,,14,,13.166,220.869,
DE JESUS DOS SANTOS Melanie,FRA,Games of the XXXII Olympiad TOKYO (JPN),2021,53.698,55.431,,,14.033,14.566,,13.233,,13.166,163.264,164.561
DE JESUS DOS SANTOS Melanie,FRA,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,53.865,54.465,,,,14.066,,12.733,,13.3,164.064,160.93
DE JESUS DOS SANTOS Melanie,FRA,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,53.865,,,,14.4,,12.533,,13.266,155.863,161.428
DE JESUS DOS SANTOS Melanie,FRA,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,53.566,56.782,,,,14.6,13.966,13.616,13.833,13.966,163.628,166.713
DE JESUS DOS SANTOS Melanie,FRA,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,55.599,54.798,,,,13.866,,12.566,13.433,13.9,161.294,161.629
DE JESUS DOS SANTOS Melanie,FRA,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,54.132,55.299,,,,14.5,,13.066,,13.233,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup 2024 OSIJEK (CRO),2024,,,,,14.533,12.9,13.133,12.533,13.866,13.833,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup 2024 ANTALYA (TUR),2024,,,,,14.567,14.55,,12.3,13.6,13.9,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,14.7,14.25,,11.65,13.65,13.55,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup 2022 PARIS (FRA),2022,,,,,,10.9,12.65,13.25,,,,
DE JESUS DOS SANTOS Melanie,FRA,9th European Individual Championships BASEL (SUI),2021,,26.466,,,,13.1,13.9,13.366,,,,
DE JESUS DOS SANTOS Melanie,FRA,8th European Individual Championships SZCZECIN (POL),2019,55.433,55.032,,,13.766,14.033,13.466,13.233,13.833,13.333,,
DE JESUS DOS SANTOS Melanie,FRA,32nd Senior European Championships GLASGOW (GBR),2018,55.432,,,,,13.733,13.066,13.3,13.766,13.733,161.131,164.063
DE JESUS DOS SANTOS Melanie,FRA,7th European Individual Championships CLUJ NAPOCA (ROU),2017,55.065,53.333,,,11.7,14.1,,,,,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup PARIS (FRA),2019,,,,,14.65,14.4,12.65,14.1,,,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup PARIS (FRA),2018,,,,,12.45,13.7,,,13.75,13.7,,
DE JESUS DOS SANTOS Melanie,FRA,FIG Individual All-Around World Cup 2018 TOKYO (JPN),2018,53.998,,,,,,,,,,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Cup 2018 DOHA (QAT),2018,,,,,14.4,14.266,13.933,13.733,,,,
DE JESUS DOS SANTOS Melanie,FRA,FIG World Challenge Cup - 20th Internationaux de France 2017 PARIS (FRA),2017,,,,7.025,14.1,14.1,12.9,13,12.55,13.25,,
DE JESUS DOS SANTOS Melanie,FRA,AT&T American Cup Individual All-Around FIG World Cup 2017 NEWARK (USA),2017,53.899,,,,,,,,,,,
NAKAMURA Haruka,JPN,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,12.933,14,13.133,,12.766,,
NAKAMURA Haruka,JPN,2nd FIG Artistic Gymnastics Junior World Championships ANTALYA (TUR),2023,51.765,50.399,,,12.533,12.8,,11.8,12.8,12.833,104.23,
MIYATA Shoko,JPN,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,51.732,13.899,13.9,,13.366,,11.9,,12.366,157.496,158.497
MIYATA Shoko,JPN,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,53.798,54.166,13.999,13.666,,12.566,13.533,13.7,13.066,13.6,156.964,162.564
MIYATA Shoko,JPN,15th Junior Asian Championships JAKARTA (INA),2018,,,13.788,12.8,,10.6,,,,,,
MIYATA Shoko,JPN,1st FIG Artistic Gymnastics Junior World Championships GYOR (HUN),2019,50.165,50.165,,13.583,,12.566,,11.433,,12.3,101.63,
MIYATA Shoko,JPN,FIG World Cup 2020 MELBOURNE (AUS),2020,,,14.149,14.166,,,,,,,,
KISHI Rina,JPN,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,53.199,52.199,,,,12.166,,12.7,,13.333,157.496,158.497
OKAMURA Mana,JPN,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,11.166,13.133,13.233,13.066,12.866,,
OKAMURA Mana,JPN,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,,,12.3,14.133,13.666,,,,
USHIOKU Kohane,JPN,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,12.749,,12.7,,,,,,
USHIOKU Kohane,JPN,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,6.083,,,,,,,,
NEDOV Emma,AUS,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,50.899,,,,12.8,,13.1,,11.466,,157.945
NEDOV Emma,AUS,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,24.266,,,,12.333,,11.933,,,,153.231
NEDOV Emma,AUS,45th FIG Artistic Gymnastics World Championships NANNING (CHN),2014,,40.398,,,,,,14.266,,12.166,165.988,218.134
NEDOV Emma,AUS,FIG World Cup 2020 BAKU (AZE),2020,,,,,,,,13.166,,,,
NEDOV Emma,AUS,FIG World Cup 2020 MELBOURNE (AUS),2020,,,,,,,12.533,13.1,,,,
NEDOV Emma,AUS,44th Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2019,,,,,,,13.366,13.2,,,,
NEDOV Emma,AUS,FIG World Cup 2019 BAKU (AZE),2019,,,,,,11.966,14.1,13.466,12.9,12.9,,
NEDOV Emma,AUS,FIG World Cup 2019 MELBOURNE (AUS),2019,,,,,,,13.5,12.666,11.833,12.8,,
NEDOV Emma,AUS,FIG World Cup 2017 DOHA (QAT),2017,,,,,,,12.433,13.233,,,,
NEDOV Emma,AUS,FIG World Cup 2017 AGF Trophy BAKU (AZE),2017,,,,,,,12.5,13.266,,,,
NEDOV Emma,AUS,FIG World Cup 2017 MELBOURNE (AUS),2017,,,,,,,12.366,13.2,,,,
NEDOV Emma,AUS,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,54.199 ,,,,13.2,,13.733,,13.366,218.428,
MCDONALD Kate,AUS,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,25.966,,,,13.9,,12.066,,,,157.896
MCDONALD Kate,AUS,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,24.799,,,,14.066,,10.733,,,,156.095
MCDONALD Kate,AUS,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,23.366,,,,11.2,,12.166,,,,157.945
MCDONALD Kate,AUS,2023 Senior Oceania Continental Championships CARRARA (AUS),2023,38.999,,,,13.633,,12.866,,12.5,,,
MCDONALD Kate,AUS,2022 Oceania Championships CARRARA (AUS),2022,,,13.2,,13.766,,13.333,,11.533,,,
PASS Ruby,AUS,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,51.066,,,,13.833,,12.6,,12.733,,157.896
PASS Ruby,AUS,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,13.633,13.366,11.066,13.1,12.466,12.9,,
PASS Ruby,AUS,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,,,,11.9,,12.233,12.433,12.266,,
PASS Ruby,AUS,2023 Senior Oceania Continental Championships CARRARA (AUS),2023,50.464,,13.466,,10.566,,13.266,,13.166,,,
SCOTT Breanna,AUS,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,39.333,,,,,,13.6,,12.633,,157.896
SCOTT Breanna,AUS,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,37.365,,,,,,11.966,,12.066,,156.095
SCOTT Breanna,AUS,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,,,,12.666,,11.5,,
SCOTT Breanna,AUS,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,,,,,,12.333,12.8,12.233,,
SCOTT Breanna,AUS,FIG Apparatus World Cup 2022 DOHA (QAT),2022,,,,,,,,9.7,,,,
SCOTT Breanna,AUS,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,,,13.45,13.55,,12.35,,
SCOTT Breanna,AUS,2023 Senior Oceania Continental Championships CARRARA (AUS),2023,39.965,,13.166,,12.666,,14.133,,,,,
SCOTT Breanna,AUS,2022 Oceania Championships CARRARA (AUS),2022,,,13.4,,12.466,,13.666,,12.833,,,
SCOTT Breanna,AUS,FIG World Cup 2020 MELBOURNE (AUS),2020,,,,,,,,,12.4,12.733,,
WHITEHEAD Emily,AUS,Games of the XXXII Olympiad TOKYO (JPN),2021,,52.298,,,,13.066,,12.666,,12.566,,
WHITEHEAD Emily,AUS,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,37.732,,,,12.8,,,,12.766,,157.896
WHITEHEAD Emily,AUS,48th FIG Artistic Gymnastics World Championships DOHA (QAT,2018,,49.665,,,,12.9,,11.566,,12.533,,153.231
WHITEHEAD Emily,AUS,2022 Oceania Championships CARRARA (AUS),2022,,,13.833,,13,,12.666,,13.366,,,
WHITEHEAD Emily,AUS,FIG World Cup 2018 MELBOURNE (AUS),2018,,,13.699,13.949,,,,,,,,
WHITEHEAD Emily,AUS,42nd Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2017,,,,,,13.15,,11.25,,12.15,,
WHITEHEAD Emily,AUS,AT&T American Cup Individual All-Around FIG World Cup 2017 NEWARK (USA),2017,48.399,,,,,,,,,,,
COSMAN Lilia,ROU,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,39.399,,,,13.033,,,,12.733,,157.795
MANECA-VOINEA Sabrina,ROU,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,27.332,,,,,,13.666,13.766,13.666,,157.795
MANECA-VOINEA Sabrina,ROU,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,12.466,13.016,,10.933,13.766,12.966,13.6,13.266,,
GHIGOARTA Amalia,ROU,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,25.033,,,,12.6,,12.433,,,,157.795
PREDA Andreea,ROU,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,49.965,,,,12.733,,11.966,,12.3,,157.795
PREDA Andreea,ROU,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,48.098,,,,10.666,,11.966,,12.666,,
PREDA Andreea,ROU,FIG World Challenge Cup 2024 VARNA (BUL),2024,,,,,12.9,12.9,10.766,13.25,,12.3,,
PREDA Andreea,ROU,FIG World Challenge Cup 2022 MERSIN (TUR),2022,,,,,12.25,12.55,12.6,12.85,12.65,12.9,,
PREDA Andreea,ROU,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,,12.383,,,,,,11.3,,
PREDA Andreea,ROU,2022 Senior European Championships MUNICH (GER),2022,,49.899,,,,12.1,,12.466,,12.733,,
BARBOSU Ana,ROU,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,50.165,52.932,,,,13.366,,12.866,,13.2,,157.795
BARBOSU Ana,ROU,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,50.532,52.233,,,,13.433,,12.5,,13.3,,
BARBOSU Ana,ROU,FIG World Challenge Cup 2022 MERSIN (TUR),2022,,,,,13.6,13.6,13.95,13.9,12.9,13.3,,
BARBOSU Ana,ROU,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,,12.533,,10.2,12.433,12.933,13.333,13.366,,
BARBOSU Ana,ROU,2022 Senior European Championships MUNICH (GER),2022,,53.032,,,,13.5,11.566,13.533,13.633,13.266,,
EOM Dohyun,KOR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,24.866,,,,13.133,,11.733,,,,157.297
EOM Dohyun,KOR,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,48.799,,,,13.066,,10.5,,12.633,,153.363
EOM Dohyun,KOR,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,,,,,,,10.233,,,,
EOM Dohyun,KOR,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,49.332,,,,11.933,,12.333,,12.566,,156.662
EOM Dohyun,KOR,FIG World Challenge Cup ZHAOQING (CHN),2019,,,,,13.05,13.25,12.3,12.2,12.4,12.25,,
EOM Dohyun,KOR,FIG World Cup 2019 MELBOURNE (AUS),2019,,,,,,12.2,12.4,12.033,,,,
LEE Dayeong,KOR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,38.932,,,,13.133,,,,12.533,,157.297
LEE Dayeong,KOR,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,45.732,,,,12.233,,10.966,,10.033,,153.363
LEE Dayeong,KOR,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,,,,,11.866,,,,12.566,,
LEE Dayeong,KOR,15th Junior Asian Championships JAKARTA (INA),2018,,,,13.3,10.1,11.95,,11.8,,11.75,,
LEE Dayeong,KOR,14th Junior Asian Championships 2017 BANGKOK (THA),2017,,,,,,,,,,,153,
LEE Dayeong,KOR,1st FIG Artistic Gymnastics Junior World Championships GYOR (HUN),2019,51.099,51.099,,,,12.933,,13.066,,12.1,101.699,
LEE Yunseo,KOR,Games of the XXXII Olympiad TOKYO (JPN),2021,51.632,53.54,,,,14.333,,12.841,,12.966,,
LEE Yunseo,KOR,Youth Olympic Games of the III Olympiad BUENOS AIRES (ARG),2018,48.899,47.365,,,13.166,12.933,,10.8,,11.366,,
LEE Yunseo,KOR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,51.732,52.699,,,,13.633,,12.766,,13,,157.297
LEE Yunseo,KOR,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,51.332,51.833,,,,13.2,,12.733,,13.1,,153.363
LEE Yunseo,KOR,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,51.699,52.54,,,,14.066,,12.2,,13.016,,
LEE Yunseo,KOR,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,52.499,,,,14.133,,12.433,,12.6,,156.662
LEE Yunseo,KOR,15th Junior Asian Championships JAKARTA (INA),2018,53,,,13.45,13.625,14,,12.4,13.3,13.15,,
LEE Yunseo,KOR,14th Junior Asian Championships 2017 BANGKOK (THA),2017,51.2,,,,,,11.85,12.9,12.975,12.6,153,
LEE Yunseo,KOR,FIG 2019 Artistic Gymnastics All-Around World Cup Tokyo​ ​ TOKYO (JPN),2019,49.498,,,,,,,,,,,
LEE Yunseo,KOR,American Cup All-Around FIG World Cup 2019 GREENSBORO (USA,2019,47.866,,,,,,,,,,,
SHIN Solyi,KOR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.6,,,,12.8,,11.8,,12.5,,157.297
SHIN Solyi,KOR,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,12.8,,,,12.8,,,,,,153.363
SHIN Solyi,KOR,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,51.766,51.4,,13.316,,12.6,,12.2,,13.1,,
SHIN Solyi,KOR,15th Junior Asian Championships JAKARTA (INA),2018,,,13.1,13.5,,10.95,12.625,12.6,12.625,12.7,,
SHIN Solyi,KOR,14th Junior Asian Championships 2017 BANGKOK (THA),2017,50.35,,13.3,13.325,12,13.15,,,12.7,12.3,153,
SHIN Solyi,KOR,1st FIG Artistic Gymnastics Junior World Championships GYOR (HUN),2019,49.299,49.299,,12.95,,12.8,,11.233,,12.066,101.699,
YEO Seojeong,KOR,Games of the XXXII Olympiad TOKYO (JPN),2021,,50.649,14.733,14.8,,12.5,,10.583,,12.566,,
YEO Seojeong,KOR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,40.499,14.416,14.516,,,,13.066,,12.7,,157.297
YEO Seojeong,KOR,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,39.465,13.349,14.249,,,,12.466,,12.633,,153.363
YEO Seojeong,KOR,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,52.198,14.183,14.766,,12.366,,11.833,,13.066,,156.662
YEO Seojeong,KOR,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,52.04,14.233,14.483,,11.908,,12.6,,12.966,,153.237
YEO Seojeong,KOR,FIG World Cup 2019 MELBOURNE (AUS),2019,,,14.266,14.4,,,,,,,,
YEO Seojeong,KOR,Asian Games XVIII 2018 JAKARTA (INA),2018,49.9,49.9,14.387,14.45,,9.9,12.225,12.5,12.425,12.9,150.35,155.3
YEO Seojeong,KOR,FIG World Challenge Cup GUIMARAES (POR),2018,,,13.675,13.7,,,,10.3,,11.45,,
KEVRIC Helen,GER,2nd FIG Artistic Gymnastics Junior World Championships ANTALYA (TUR),2023,,45.365,,,13.266,13.066,,9.966,,11.733,98.029,
ESCALERA Natalia,MEX,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,49.665,,13.283,,12.866,,10.966,,12.333,,154.628
ESCALERA Natalia,MEX,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,50.365,,13.016,,12.966,,11.6,,12.833,,150.962
ESCALERA Natalia,MEX,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,,13.483,13.633,,,,11.466,,,,
ESCALERA Natalia,MEX,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE,2024,,,13.366,13.233,,13.066,,12.2,,12.8,,
ESCALERA Natalia,MEX,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,13.1,13.283,13.4,13.566,,11.5,,12.5,,
ESCALERA Natalia,MEX,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,13.4,12.85,,12.15,,,,
ESCALERA Natalia,MEX,FIG World Challenge Cup 2022 SZOMBATHELY (HUN),2022,,,12.899,13.283,13.233,13.1,,11.033,12.733,12.1,,
ESCALERA Natalia,MEX,2023 Senior Pan American Championships MEDELLIIN (COL),2023,53.266,,13.316,,13.6,,13.033,,13.2,,,
ESCALERA Natalia,MEX,2022 Senior Pan American Championships RIO DE JANEIRO (BRA),2022,,49.166,13.3,,,,,,,,,
ESCALERA Natalia,MEX,2021 Senior Pan American Championships RIO DE JANEIRO (BRA),2021,50.501,,13.433,13.75,11.8,12.367,,,12.2,12.567,,
ESCALERA Natalia,MEX,2018 Senior Pan American Championships LIMA (PER),2018,37.834,37.834,13.417,13.417,,,11.767,11.767,12.4,12.4,,
KOVACS Zsofia,HUN,Games of the XXXII Olympiad TOKYO (JPN),2021,53.433,54.732,,,,14.433,,13.133,,12.666,,
KOVACS Zsofia,HUN,Games of the XXXI Olympiad RIO DE JANEIRO (BRA),2016,,54.598,,14.512,,14.733,,12.233,,12.766,,
KOVACS Zsofia,HUN,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,26.833,,,,,12.733,13.533,,,,152.296
KOVACS Zsofia,HUN,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,,,,14.466,14.433,,,,,,
KOVACS Zsofia,HUN,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,52.432,,,,14.2,,11.566,,12.233,,155.661
KOVACS Zsofia,HUN,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,51.765,52.165,,,,12.833,,13.066,,12.633,,152.395
KOVACS Zsofia,HUN,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,,49.698,,,,13.766,,11.533,,11.666,,
KOVACS Zsofia,HUN,FIG Apparatus World Cup 2022 CAIRO (EGY),2022,,,,,,10.7,13.133,12.766,,,,
KOVACS Zsofia,HUN,FIG World Challenge Cup 2023 VARNA (BUL),2023,,,,,14.166,14.3,,,,,,
KOVACS Zsofia,HUN,FIG World Challenge Cup 2022 KOPER (SLO),2022,,,13.325,13.275,14.35,14.1,13.65,13.3,,,,
KOVACS Zsofia,HUN,2022 Senior European Championships MUNICH (GER),2022,,52.765,13.933,13.816,,13.366,,11.9,12.533,13.433,,
KOVACS Zsofia,HUN,9th European Individual Championships BASEL (SUI),2021,,24.433,,,,12.033,,12.4,,,,
KOVACS Zsofia,HUN,33rd Senior European Championships MERSIN (TUR),2020,,40.432,14.05,14.049,13.85,14.133,,11.766,,,151.597,154.129
KOVACS Zsofia,HUN,7th European Individual Championships CLUJ NAPOCA (ROU),2017,55.432,54.882,14.199,14.174,13.1,14.366,13.133,13.2,,,,
KOVACS Zsofia,HUN,31st European Championships 2016 BERN (SUI),2016,,56.432,14.216,14.383,14.4,14.2,,13.433,,13.666,162.762,161.963
KOVACS Zsofia,HUN,FIG Apparatus World Cup 2020-21 DOHA (QAT),2021,,,,,12.3,13.466,13.166,13.233,12.5,12.8,,
KOVACS Zsofia,HUN,FIG World Challenge Cup OSIJEK (CRO),2021,,,,,14.266,14.45,,12.1,,,,
KOVACS Zsofia,HUN,FIG World Challenge Cup PARIS (FRA),2019,,,,6.425,14.2,14.15,,12.35,12.6,12.9,,
KOVACS Zsofia,HUN,FIG World Challenge Cup KOPER (SLO),2019,,,,,14,14,13.2,13.45,,,,
KOVACS Zsofia,HUN,FIG EnBW DTB-Pokal All-Around World Cup 2019 STUTTGART (GER),2019,51.166,,,,,,,,,,,
KOVACS Zsofia,HUN,FIG World Challenge Cup SZOMBATHELY (HUN),2018,,,,,,11.8,12.75,12.4,,,,
KOVACS Zsofia,HUN,FIG World Challenge Cup OSIJEK (CRO),2018,,,,,,,,,12.8,12.533,,
KOVACS Zsofia,HUN,FIG World Challenge Cup 2017 SZOMBATHELY (HUN),2017,,,,,13.7,13.666,13.666,13.433,,,,
KOVACS Zsofia,HUN,FIG World Challenge Cup 2017 OSIJEK (CRO),2017,,,14.034,13.95,14.133,13.5,12.433,13.3,,,,
KOVACS Zsofia,HUN,FIG World Cup 2017 DOHA (QAT),2017,,,13.933,13.466,13.066,13.733,12.1,12.866,12.633,12.533,,
KOVACS Zsofia,HUN,41st Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2016,,,13.866,13.75,14.133,14.333,13.933,14.2,12.866,13.433,,
KOVACS Zsofia,HUN,World Challenge Cup 2016 SZOMBATHELY (HUN),2016,,,,,13,13.35,12.566,12.3,,,,
KOVACS Zsofia,HUN,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,54.399,,,,13.033,,13.3,,13.366,,
KOVACS Zsofia,HUN,9th World Challenge Cup 2016 DOHA (QAT),2016,,,14.075,14.075,13.45,14.35,13.7,13.65,13.925,13.85,,
NEMOUR Kaylia,ALG,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,53.966,53.699,,,15.033,14.733,,13.266,,12.7,,
NEMOUR Kaylia,ALG,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,15.366,15.4,13.4,14.6,13.7,13.5,,
NEMOUR Kaylia,ALG,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,15.433,15.433,13.166,14.533,13.266,13.166,,
NEMOUR Kaylia,ALG,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,15.433,15.433,14,14.133,12.866,12.833,,
NEMOUR Kaylia,ALG,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,14.1,13.6,13.5,13.3,,,,
SCHAEFER-BETZ Pauline,GER,Games of the XXXII Olympiad TOKYO (JPN),2021,,51.565,,,,11.933,,12.966,,12.733,,161.162
SCHAEFER-BETZ Pauline,GER,Games of the XXXI Olympiad RIO DE JANEIRO (BRA),2016,,43.1,,,,,,14.4,,14.3,173.672,173.263
SCHAEFER-BETZ Pauline,GER,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,49.932,52.731,,,,12.966,12.8,14.066,,12.733,,157.128
